name,price_EGP,price_USD,stock,date
Stopado Forte 1000mg | 10 Sachets,40.0,0.81,No additional info,2024-11-19
Stopadol Cold & Flu,33.0,0.67,No additional info,2024-11-19
Stopadol Night | 30 Tabs,51.0,1.03,No additional info,2024-11-19
Stopadol extra | 20Tab,19.0,0.38,No additional info,2024-11-19
Stopadol | Analgesic | 500mg | 20 tablets,13.0,0.26,No additional info,2024-11-19
Stoprrhea | 2mg | 30Tabs,60.0,1.21,No additional info,2024-11-19
Stopspasm | 20 Tabs,38.0,0.77,No additional info,2024-11-19
Strakopina | 5 mg | 20 Tabs,336.0,6.79,No additional info,2024-11-19
Straline | Emollient Cream | 500ml,443.0,8.95,No additional info,2024-11-19
Strattera | Hyperactivity 10mg | 28 Caps,530.0,10.7,No additional info,2024-11-19
Strattera | Hyperactivity 18mg | 28 Caps,530.0,10.7,No additional info,2024-11-19
Strattera | Hyperactivity 25mg | 28 Caps,530.0,10.7,No additional info,2024-11-19
Strattera | Hyperactivity 40mg | 28 Caps,530.0,10.7,No additional info,2024-11-19
Strattera | Hyperactivity 60mg | 28 Caps,530.0,10.7,No additional info,2024-11-19
Stravita Imune Syrup | 120ml,45.0,0.91,No additional info,2024-11-19
Strepsils Honey and Lemon | for Sore Throat | 24 Lozenges,140.0,2.83,No additional info,2024-11-19
Strepsils Lemon | Sugar Free | 16 Lozenges,165.0,3.33,No additional info,2024-11-19
Strepsils | Dual Antibacterial Honey and Lemon Sore Throat Pain Relief | 24Lozenges,165.0,3.33,No additional info,2024-11-19
Strepsils | Orange with Vit C 100mg | 24 Tabs,165.0,3.33,No additional info,2024-11-19
Streptomycin 1gm | Vial,11.25,0.23,No additional info,2024-11-19
Streptoquin Antidiarrheal | 20 Tabs,46.0,0.93,No additional info,2024-11-19
Streptoquin Susp | 60ml,18.0,0.36,No additional info,2024-11-19
Streptoquin | 10Tab,30.0,0.61,No additional info,2024-11-19
Stringazole Antacid 40mg | 21 Tabs,87.0,1.76,No additional info,2024-11-19
Stroka Anti Blood Clot 75mg | 30 Tabs,145.0,2.93,No additional info,2024-11-19
Stugeron | Dizziness and Tinnitus 25mg | 30 Tabs,34.5,0.7,No additional info,2024-11-19
Sugar Match | .04gm | 300bags,202.0,4.08,No additional info,2024-11-19
Sugar Match | No Calorie Sweetener | 200bags,301.0,6.08,No additional info,2024-11-19
Sugar Match | No Calorie Sweetener | 50 Sachets,80.0,1.62,No additional info,2024-11-19
Sugar Match | No Calorie Sweetener | 75 Sachets,80.0,1.62,No additional info,2024-11-19
Sugarlo For the Treatment of Type 2 Diabetes 50mg | 30 Tabs,93.0,1.88,No additional info,2024-11-19
Sugarlo Plus 50Mg/500Mg | 30 Tabs,99.0,2.0,No additional info,2024-11-19
Sugarlo Plus For The Treatment of Type 2 Diabetes 50/1000mg | 30 Tabs,112.5,2.27,No additional info,2024-11-19
Sugarlo Plus | For the Treatment of Type 2 Diabetes | 50/850 mg | 30 Tab,99.0,2.0,No additional info,2024-11-19
Sulbacef | Anti-Bacterial | 1000 mg + 500 mg | 1 Vial,85.5,1.73,No additional info,2024-11-19
Sulbin Antibiotic 1500mg | 1 Vial,34.5,0.7,No additional info,2024-11-19
Sulbin Antibiotic 750mg | 1 Vial,23.0,0.46,No additional info,2024-11-19
Sulbin Antibiotic | 375mg | 1 Vial,15.0,0.3,No additional info,2024-11-19
Sulfax CMO Formula Massage Cream | 60gm,80.0,1.62,No additional info,2024-11-19
Sulfax Cmo Formula Massage Cream | 120gm,100.0,2.02,No additional info,2024-11-19
Sulfax Cold Spray | Analgesic and Anti-rheumatic | 200ml,300.0,6.06,No additional info,2024-11-19
Sulfax Cool and Hot Pain Relief | 1 Patch,50.0,1.01,No additional info,2024-11-19
Sulfax Icy Menthol Cooling Therapy | 1 Patch,50.0,1.01,No additional info,2024-11-19
Sulfax Joint Dietary Supplement to Maintain & Support Joint & Cartilages Health | 30 Tabs,240.0,4.85,No additional info,2024-11-19
Sulfax Magnesium Cream | 120gm,150.0,3.03,No additional info,2024-11-19
Sulfax Optima Massage Gel | 120gm,150.0,3.03,No additional info,2024-11-19
Sulfax Plus Massage Gel | 120gm,110.0,2.22,No additional info,2024-11-19
Sulfax Plus Massage Gel | 60gm,85.0,1.72,No additional info,2024-11-19
Sulfax | Magnesium cream | 50gm,165.0,3.33,No additional info,2024-11-19
Sulfozinc 20 Mg / 5 Ml Syrup | 80 Ml,15.5,0.31,No additional info,2024-11-19
Sulfozinc | 10mg/5ml syrup | 80ml,14.0,0.28,No additional info,2024-11-19
Suliqua | 100u/ml solution for injection in a pre filled pen,1770.0,35.74,No additional info,2024-11-19
Sungshim | Korean insulin pencil pots | 4ml | 100 pcs,232.0,4.68,No additional info,2024-11-19
Super Yeast | Dietary Supplement | 30 Tabs,27.0,0.55,No additional info,2024-11-19
Supermag B6 | 30Tablet,40.5,0.82,No additional info,2024-11-19
Suplfect | to treat liver disease | 30Caps,54.0,1.09,No additional info,2024-11-19
Supranil 25mg | 30 Caps,36.0,0.73,No additional info,2024-11-19
Suprax Antibiotic 400mg | 5 Caps,159.0,3.21,No additional info,2024-11-19
Suprax Susp Antibiotic 100mg/5ml | 30ml,95.0,1.92,No additional info,2024-11-19
Suprax Susp Antibiotic 100mg/5ml | 60ml,98.0,1.98,No additional info,2024-11-19
Suprax | Antibiotic 200mg | 8 Caps,95.0,1.92,No additional info,2024-11-19
Suprax | Antibiotic 400mg | 5 Caps,159.0,3.21,No additional info,2024-11-19
Suprax | Susp Antibiotic 100mg/5ml | 60ml,131.0,2.65,No additional info,2024-11-19
Sutrim | 10Tab,11.5,0.23,No additional info,2024-11-19
Sutrim | Antibiotic | 100 ml Susp,8.5,0.17,No additional info,2024-11-19
Suvikan | 10Mg | 14Tab,77.0,1.55,No additional info,2024-11-19
Suvikan | 20Mg | 14Tab,98.0,1.98,No additional info,2024-11-19
Swabivent Nebulizer Soln. 2.5mg\2.5ml | 20 Amp 2.5ml,117.0,2.36,No additional info,2024-11-19
Sweet Fitness Diet Sugar Jar | 250gm,120.0,2.42,No additional info,2024-11-19
Sweetal Diet Sugar 1gm | 100 Sachets,110.0,2.22,No additional info,2024-11-19
Sweetal Diet Sugar 2gm | 50 Sachets,85.0,1.72,No additional info,2024-11-19
Swixolate | 1% eye drops | 10ml,15.0,0.3,No additional info,2024-11-19
Sycocetam Antiepileptic 500mg | 20 Tabs,93.0,1.88,No additional info,2024-11-19
Sycocetam | Oral Solution | 100mg/Ml | 120Ml,69.5,1.4,No additional info,2024-11-19
Sylvester 1 Weight Loss Dietary Supplement | 20 Caps,70.0,1.41,No additional info,2024-11-19
Symbicort 80/4.5ug/Dose Inhaler | 60 Doses,126.0,2.54,No additional info,2024-11-19
Symbicort Turbuhaler 160/4.5mcg | 120 Doses,332.0,6.7,No additional info,2024-11-19
Symbicort Turbuhaler 320/9 mcg | 60 doses,332.0,6.7,No additional info,2024-11-19
Symbicort | 160 / 4.5mg / Inhaler | 120 Doses,332.0,6.7,No additional info,2024-11-19
Symbicort | 320/9mcg | 60 Dose,332.0,6.7,No additional info,2024-11-19
Sympaprost | BPH 8mg | 30 Tabs,135.0,2.73,No additional info,2024-11-19
Synflorix | Prefilled Syringe IM Injection,350.0,7.07,No additional info,2024-11-19
Synjardy | 12.5Mg/1000Mg | 60Tab,666.0,13.45,No additional info,2024-11-19
Synobar | Skin (facial) cleanser | 250Ml,150.0,3.03,No additional info,2024-11-19
Synthecortin Anti-inflammatory 40mg/1ml | 1 Amp,11.0,0.22,No additional info,2024-11-19
Syntocinon | Industrial Open 10 I.U./1ml | 5 Amp,45.0,0.91,No additional info,2024-11-19
Syntocinon | Industrial Open | 5/ml | 5 Amp,30.0,0.61,No additional info,2024-11-19
Synvisc One | 6ml,6000.0,121.16,No additional info,2024-11-19
Systane Eye Drops | 15ml,320.0,6.46,No additional info,2024-11-19
Systane Hydration Eye Dops | 10ml,350.0,7.07,No additional info,2024-11-19
Systane Liquid Gel Drops | 10ml,320.0,6.46,No additional info,2024-11-19
Systane Lubricating Dry Eye Therapy Drops | 10ml,280.0,5.65,No additional info,2024-11-19
Systane Ultra Eye Drops | 10ml,349.0,7.05,No additional info,2024-11-19
Systane | Hydration Unit Dose Preservative Free | 0.7ml,540.0,10.9,No additional info,2024-11-19
T4-Thyro 100mg | 100 Tabs,42.0,0.85,No additional info,2024-11-19
T4-Thyro 50mcg | 100 Tabs,29.5,0.6,No additional info,2024-11-19
Tabocine Antibacterial 100mg | 10 Caps,18.0,0.36,No additional info,2024-11-19
Tadalong For Erectile Dysfunction 5mg | 30 Tabs,187.5,3.79,No additional info,2024-11-19
Tadalong Tadalafil 20mg | 4 Tabs,84.0,1.7,No additional info,2024-11-19
Tadanerfi 20mg | 4 Films,90.0,1.82,No additional info,2024-11-19
Tadanerfi Impotence 5mg | 20 Films,180.0,3.63,No additional info,2024-11-19
Taflupro Eye drops | 30 x 0.3 ml | SDU,138.0,2.79,No additional info,2024-11-19
Tamiflu 75mg | 10 Caps,240.0,4.85,No additional info,2024-11-19
Tamsul Treat the Symptoms of Benign Prostatic Hyperplasia 0.4mg | 30 Caps,105.0,2.12,No additional info,2024-11-19
Tamsulin Plus 6/0.4Mg | 20 Tabs,112.0,2.26,No additional info,2024-11-19
Tamsulin for Enlarged Prostate | 28 Caps,124.0,2.5,No additional info,2024-11-19
Tamsunorm S.R | Enlarged Prostate 0.4mg | 30 Caps,60.0,1.21,No additional info,2024-11-19
Tanatouch Oint | 50gm,125.0,2.52,No additional info,2024-11-19
Tannoderm Sun Tanning & Skin Bronzing Cream | 90gm,150.0,3.03,No additional info,2024-11-19
Tantum Rose | Vag.5 Sachet | 10gm,13.0,0.26,No additional info,2024-11-19
Tantum Verde 0.15% Wash | 125ml,21.5,0.43,No additional info,2024-11-19
Tantum gel | 20gm,15.0,0.3,No additional info,2024-11-19
Tardanza 60mg | 3 Tabs,90.0,1.82,No additional info,2024-11-19
Tareg High Blood Pressure 160mg | 14 Tabs,122.0,2.46,No additional info,2024-11-19
Tareg High Blood Pressure 160mg | 28 Tabs,244.0,4.93,No additional info,2024-11-19
Tareg High Blood Pressure 320mg | 10 Tabs,107.0,2.16,No additional info,2024-11-19
Tareg High Blood Pressure 40mg | 15 Tabs,117.0,2.36,No additional info,2024-11-19
Tareg High Blood Pressure 80mg | 14 Tabs,113.0,2.28,No additional info,2024-11-19
Targofloxin Antibiotic Treats Bacterial Infections 750Mg | 10 Tabs,131.0,2.65,No additional info,2024-11-19
Targofloxin | Antibiotic | 750 mg | 5 Tab,65.5,1.32,No additional info,2024-11-19
Targomash Comb | 80mg/12.5mg | 30Tab,60.0,1.21,No additional info,2024-11-19
Tariflox Antibiotic 400mg | 10 Tabs,28.8,0.58,No additional info,2024-11-19
Tarivid Antibacterial 200mg | 10 Tabs,82.0,1.66,No additional info,2024-11-19
Tarolimus 0.03% Oint | 15gm,90.0,1.82,No additional info,2024-11-19
Tavacin Antibiotic 500mg | 5 Tabs,90.0,1.82,No additional info,2024-11-19
Tavacin Antibiotic 750mg | 5 Tabs,65.5,1.32,No additional info,2024-11-19
Tavacin | 500mg/100ml I.V. | 1Vial,211.0,4.26,Low stock,2024-11-19
Tavanic Antibiotic 500mg | 5 Tabs,134.0,2.71,No additional info,2024-11-19
Tavanic | Antibiotic | 500 mg/100 ml | 1 Vial,221.0,4.46,No additional info,2024-11-19
Tavixinor | 500 mg | 5 Film Coated Tablets,64.5,1.3,No additional info,2024-11-19
Tavoniflox Antibiotic 500mg | 7 Tabs,35.0,0.71,No additional info,2024-11-19
Tavoniflox Bacterial Infections 750mg | 7 Tabs,45.0,0.91,No additional info,2024-11-19
Tavoniza | Treatment of Gastrointestinal Disorder | 20 mg | 20 Tabs,136.0,2.75,No additional info,2024-11-19
Tazocin | Antibiotic 4.5gm | 1 Vial,180.0,3.63,No additional info,2024-11-19
Tears Guard 0.3% Eye Drops | 15ml,30.0,0.61,No additional info,2024-11-19
Tears Naturale | Eye Drops | 15ml,130.0,2.63,No additional info,2024-11-19
Tebofortin Forte To Improve Blood Circulation 80mg | 30 Tabs,102.0,2.06,No additional info,2024-11-19
Tebofortin To Improve Blood Circulation 40mg | 30 Tabs,81.0,1.64,No additional info,2024-11-19
Tebonina Forte To Improve Memory 40mg | 20 Tabs,90.0,1.82,No additional info,2024-11-19
Tecavir | Hepatitis C | 0.5 mg | 30 Tab,1170.0,23.63,Low stock,2024-11-19
Tecavir | Hepatitis C | 1 mg | 30 Tab,1755.0,35.44,No additional info,2024-11-19
Technospiron 0.03mg/3mg | 21 Tabs,63.0,1.27,No additional info,2024-11-19
Tecnovula 50Mg | 20 Tabs,70.0,1.41,No additional info,2024-11-19
Tedimerp | Antibiotic | 200 mg | 6 Tab,160.0,3.23,No additional info,2024-11-19
Tegral | 200Mg | 50Tab,32.5,0.66,No additional info,2024-11-19
Tegretol Antiepileptic 200mg | 30 Tabs,55.5,1.12,No additional info,2024-11-19
Tegretol CR 400mg | 20 Tabs,68.0,1.37,No additional info,2024-11-19
Tegretol CR | Antiepileptic | 200 mg | 20 Tab,38.0,0.77,No additional info,2024-11-19
Teklo Aten – Chlo – Amil | 30 Tabs,60.0,1.21,No additional info,2024-11-19
Telfast Allergy Non Sedating 120 mg For Allergic Rhinitis | 20 Tablets,99.0,2.0,No additional info,2024-11-19
Telfast Allergy Non-Sedating 180 mg | 20 Tablets,144.0,2.91,No additional info,2024-11-19
Telfast Allergy Non-Sedating | 100 ml Oral Suspension Raspberry Flavor For Allergic Rhinitis /Urticaria 12 Hours Relief,50.0,1.01,No additional info,2024-11-19
Telfast Decongestant Antihistamine Allergy for Allergic Rhinitis with Nasal Congestion 60mg | 10 Tabs,63.0,1.27,Low stock,2024-11-19
Temp Cool Plus | Fever Relief Cool Down Patch | 4 Sheets,38.0,0.77,No additional info,2024-11-19
Tempo Cool | Gel to Reduce Body Temperature for Children | 4 sheets,30.0,0.61,No additional info,2024-11-19
Tempo Cool | Infant Fever Gel Cooling | 4 Sheet,35.0,0.71,No additional info,2024-11-19
Temporal 250mg/5ml Susp | 60ml,11.5,0.23,No additional info,2024-11-19
Tenaviron Virus B 300mg | 30 Tabs,489.0,9.87,No additional info,2024-11-19
Tenedone | 100mg/25mg | 30Tab,31.5,0.64,No additional info,2024-11-19
Tenedone | High Pressure 50/25mg | 30 Tabs,22.5,0.45,No additional info,2024-11-19
Tenofenamide | 25Mg | 30Tab,493.5,9.97,No additional info,2024-11-19
Tenoretic 100mg/25mg | 14 Tabs,25.0,0.5,No additional info,2024-11-19
Tenormin | 25mg | 28Tab,19.0,0.38,No additional info,2024-11-19
Tenormin | 50mg | Tablet 28pcs,43.0,0.87,No additional info,2024-11-19
Tenormin | High Blood Pressure 100mg | 28 Tabs,43.0,0.87,No additional info,2024-11-19
Tenormin | High Blood Pressure 25mg | 14 Tabs,19.0,0.38,No additional info,2024-11-19
Tensopleron | 25mg | 20Tab,102.0,2.06,No additional info,2024-11-19
Tensopleron | High Blood Pressure 50mg | 20 Tabs,137.0,2.77,No additional info,2024-11-19
Tentavair | 160mcg/actuation inhaler | 120Doses,78.0,1.58,No additional info,2024-11-19
Tera | Vitamons & Antioxidant | 30 Tabs,75.0,1.51,No additional info,2024-11-19
Terbafenol 1% | Topical Spray | 30ml,13.25,0.27,No additional info,2024-11-19
Terbin 1% | Cream | 15gm,16.5,0.33,No additional info,2024-11-19
Terbin 1% | Spray | 30Ml,13.2,0.27,No additional info,2024-11-19
Terbin | Antifungal 250mg | 14 Tabs,83.0,1.68,No additional info,2024-11-19
Terramycin | Antibiotic Ointment for Eye Infection | 5gm,19.5,0.39,Low stock,2024-11-19
Terramycin | eye ointment | 5gm,11.25,0.23,Low stock,2024-11-19
Terventin | 20mg | 10Tab,18.0,0.36,No additional info,2024-11-19
Testonon Sexual Problems 250mg/1ml | 1 Amp,16.0,0.32,No additional info,2024-11-19
Tetanus | Antitoxin 1500 I.U. | 10Amp,285.0,5.76,No additional info,2024-11-19
Tetracid | Antibiotic | 250 mg | 16 Caps,22.0,0.44,No additional info,2024-11-19
Tetracongyra Eye Drops | 10ml,36.0,0.73,No additional info,2024-11-19
Tetracycline | Antibiotic | 250 mg | 12 Caps,330.0,6.66,No additional info,2024-11-19
Texacort Cream 0.1% | 20gm,12.5,0.25,No additional info,2024-11-19
Thiodio | Dietary Supplement to Support Metabolism & Regenrate Antioxidant | 600Mg | 30Capsules,180.0,3.63,No additional info,2024-11-19
Thionerv | 300mg | 20Tab,58.0,1.17,No additional info,2024-11-19
Thiotacid Comp 300mg | 30 Caps,168.0,3.39,No additional info,2024-11-19
Thiotacid Original Dietary Supplement Supports Nervous System 600mg | 30 Tabs,200.0,4.04,No additional info,2024-11-19
Thiotex 300Mg | 30 Caps,90.0,1.82,No additional info,2024-11-19
Three Zed Lotion | 120 ml,45.0,0.91,No additional info,2024-11-19
Thrombexx 1120 i.u. Cream | 40Gm,52.5,1.06,No additional info,2024-11-19
Thrombexx 1120 i.u. Gel | 40Gm,52.5,1.06,No additional info,2024-11-19
Thrombo | 75Mg | 30Tab,123.0,2.48,No additional info,2024-11-19
Thrombolinta 90mg | 30 Tabs,219.75,4.44,No additional info,2024-11-19
Thrombonorm | 0.5Mg | 100Cap,1000.0,20.19,No additional info,2024-11-19
Thymotal | Syrup | 100Ml,17.75,0.36,No additional info,2024-11-19
Thyrocil 50Mg | 30 Tabs,25.5,0.51,No additional info,2024-11-19
Thyroxine 50mcg | 100 Tabs,33.0,0.67,No additional info,2024-11-19
Ticanase 0.05% | Nasal Spray,45.0,0.91,No additional info,2024-11-19
Ticanase Plus 125/50mcg Nasal Spray | 15ml,92.0,1.86,No additional info,2024-11-19
Tiger Capsicum | patch 1 sheet,20.0,0.4,No additional info,2024-11-19
Tigint Plus Dietary Supplement 10gm | 10 Sachets,220.0,4.44,No additional info,2024-11-19
Timbestatin | 10/20mg | 14 Tab,126.0,2.54,No additional info,2024-11-19
Timbestatin | 10/20mg | 7Tab,45.0,0.91,No additional info,2024-11-19
Timogen | 120ml Syrup for The Treatment of Colic and Cramps in Children,14.0,0.28,No additional info,2024-11-19
Timolol 0.5% Eye Drops | 5ml,14.0,0.28,No additional info,2024-11-19
Tineacure 1% | Cream | 20gm,13.0,0.26,No additional info,2024-11-19
Tinifloxacin Ciprofloxacin 500 mg + Tinidazole 600 mg | 20 tabs,103.5,2.09,No additional info,2024-11-19
Tinifloxacin | 10 tablet,39.75,0.8,No additional info,2024-11-19
Tinox 1% | Cream | 15gm,15.0,0.3,No additional info,2024-11-19
Tiocon 1% | Cream | 20gm,16.0,0.32,No additional info,2024-11-19
Tiralepsy 1000mg | 20 Tabs,154.0,3.11,No additional info,2024-11-19
Tiralepsy XR 500mg | 20 Tabs,114.0,2.3,No additional info,2024-11-19
Tiralepsy XR | Antiepileptic 750mg | 20 Tabs,147.0,2.97,No additional info,2024-11-19
Tiralepsy | 100mg/Ml | Oral Solution | 120Ml,83.5,1.69,Low stock,2024-11-19
Tiralepsy | Treatment of Epileptic Seizures | 1000mg | 30Tabs,231.0,4.66,No additional info,2024-11-19
Tiralepsy | Treatment of Epileptic Seizures | 500mg | 30Tabs,153.0,3.09,No additional info,2024-11-19
Tiratam 1000mg | 30 Tabs,288.0,5.82,No additional info,2024-11-19
Tiratam 500 | 30 Tabs,165.0,3.33,No additional info,2024-11-19
Tiratam 750 mg | 20 tabs,148.0,2.99,No additional info,2024-11-19
Tiratam Antiepileptic 100mg | 1 Vial 5ml,21.0,0.42,No additional info,2024-11-19
Tiratam XR 750mg | 20 Tabs,148.0,2.99,No additional info,2024-11-19
Tiratam XR Antiepileptic 500mg | 20 Tabs,110.0,2.22,No additional info,2024-11-19
Tiratam | 100mg/Ml Oral Solution | 120Ml,21.0,0.42,No additional info,2024-11-19
Tiratam | 500 Mg | 20 Tablet,225.0,4.54,No additional info,2024-11-19
Tiratam | Antiepileptic | 100 mg | 120 ml Susp,90.0,1.82,No additional info,2024-11-19
Tiratam | Antiepileptic | 1000 mg | 20 Tab,216.0,4.36,No additional info,2024-11-19
Titanium | Herbal globe | 30 capsules,357.0,7.21,No additional info,2024-11-19
Tobolanza | 24 Caps,49.0,0.99,No additional info,2024-11-19
Tobradex Eye Drops | 5ml,52.0,1.05,Low stock,2024-11-19
Tobradex | Eye Ointment | 3.5 gm,42.5,0.86,No additional info,2024-11-19
Tobrex | 0.3% Eye Drop | 5ml,20.0,0.4,No additional info,2024-11-19
Tobrex | 0.3% Eye Ointment | 3.5gm,18.75,0.38,No additional info,2024-11-19
Tobrin 0.3% Eye Drops | 5ml,15.0,0.3,No additional info,2024-11-19
Tobrin | Ointment 0.3% | 5 Gm,21.0,0.42,No additional info,2024-11-19
Tolterodine Involuntary Frequent Urination 2mg | 30 Tabs,63.0,1.27,No additional info,2024-11-19
Tomazine | 10mg | 20 Tablet,63.0,1.27,No additional info,2024-11-19
Tomed 200 mg | 10 sachets,95.0,1.92,No additional info,2024-11-19
Tomex Plus 300mg | 50 Tabs,60.0,1.21,No additional info,2024-11-19
Top 4 | cream | 15gm,12.0,0.24,No additional info,2024-11-19
Top Up | 500mg | 60Caps,675.0,13.63,No additional info,2024-11-19
Top – Flam | Cream | 15gm,14.0,0.28,No additional info,2024-11-19
Topamax | 100mg | 60 Tablet,420.0,8.48,No additional info,2024-11-19
Topamax | 25mg | 60Tab,186.0,3.76,No additional info,2024-11-19
Topamax | Antiepileptic | 100 mg | 60 Tab,645.0,13.03,No additional info,2024-11-19
Topicrem | UR-10 Anti Roughness Smoothing Cream | 200ml,399.0,8.06,No additional info,2024-11-19
Topiramate 100mg | 10 Tabs,45.0,0.91,No additional info,2024-11-19
Topiramate | Antiepileptic | 25 mg | 30 Tab,64.5,1.3,No additional info,2024-11-19
Topmode 50mg | 30 Tabs,17.5,0.35,No additional info,2024-11-19
Topmode Forte | Stomach Ulcers | 200 mg | 10 Tab,10.5,0.21,No additional info,2024-11-19
Topoprazan | 20Mg | 14Tab,75.0,1.51,No additional info,2024-11-19
Topoprazan | 20mg | 30Tab,156.0,3.15,No additional info,2024-11-19
Torbener | 250 mg /5 ml Suspension | 60ml,62.5,1.26,No additional info,2024-11-19
Torbener | 300mg | 10 Caps,68.5,1.38,No additional info,2024-11-19
Torsamolex High Blood Pressure 10mg | 20 Tabs,31.2,0.63,No additional info,2024-11-19
Torsamolex High Blood Pressure 20mg | 20 Tabs,62.0,1.25,No additional info,2024-11-19
Torseretic Lowering Blood Pressure 20mg | 30 Tabs,90.0,1.82,No additional info,2024-11-19
Torseretic Reducing High Blood Pressure 100mg | 30 Tabs,195.0,3.94,No additional info,2024-11-19
Torseretic | High Blood Pressure 10mg | 30 Tabs,66.0,1.33,No additional info,2024-11-19
Torseretic | Reducing High Blood Pressure 5mg | 30 Tabs,42.0,0.85,No additional info,2024-11-19
Torvast | 40mg | 7 Tablet,27.5,0.56,No additional info,2024-11-19
Total | Syrup | 120 ml,75.0,1.51,No additional info,2024-11-19
Toujeo | 300 U.I/Ml | 3Prefilled Pens,993.0,20.05,No additional info,2024-11-19
Trajenta Diabetes Treatment 5mg | 30 Tabs,501.0,10.12,No additional info,2024-11-19
Tranex | 500mg | 30Tab,78.0,1.58,No additional info,2024-11-19
Travatan | 40 Mcg / Ml Eye Drops | 2.5 Ml,130.0,2.63,No additional info,2024-11-19
Traveria | 200 Mg | 10 Tabs,34.0,0.69,No additional info,2024-11-19
Travonorm Plus | Eye Drops | 5Ml,122.5,2.47,No additional info,2024-11-19
Travonorm | 0.004% eye drops | 5ml,90.5,1.83,No additional info,2024-11-19
Treato Ulc 20/1100 Mg | 14 Caps,50.5,1.02,No additional info,2024-11-19
Treato Ulc Treats Acidity and Stomach Ulcers 40/1100mg | 14 Caps,54.0,1.09,No additional info,2024-11-19
Treato Ulc | 20/1100Mg | 14Cap,50.5,1.02,No additional info,2024-11-19
Treato Ulc | 40/1100mg | 14cap,54.0,1.09,No additional info,2024-11-19
Treatocandivag | 2% vaginal cream | 15gm,76.5,1.54,No additional info,2024-11-19
Treczimus 0.1% Topical Oint | 30gm,152.0,3.07,No additional info,2024-11-19
Treczimus Oint 0.03% | 20gm,78.0,1.58,No additional info,2024-11-19
Treflucan | Antifungal | 150 mg | 1 Cap,28.0,0.57,No additional info,2024-11-19
Trencedia | 200 Mg | 30 Tabs,102.0,2.06,No additional info,2024-11-19
Trencedia | 550 Mg | 10 Tabs,73.0,1.47,No additional info,2024-11-19
Trental - SR 400mg | 20 Tabs,56.0,1.13,No additional info,2024-11-19
Trerbi | 250mg | 10 Tabs,26.4,0.53,No additional info,2024-11-19
Tresiba Flextouch |100 I.U/Ml | 1Prefilled Pen | 3Ml,386.0,7.79,No additional info,2024-11-19
Tress Follicle Booster Lotion | 60ml,220.0,4.44,No additional info,2024-11-19
Tress hair oil 250 ml,180.0,3.63,No additional info,2024-11-19
Tretoflamin | Cream0.025% | 20gm,10.5,0.21,No additional info,2024-11-19
Trexotaz | 1.5gm | 1Vial,62.5,1.26,No additional info,2024-11-19
Trexotaz | 2gm | 1Vial,56.0,1.13,No additional info,2024-11-19
Trexozola 2.5mg | 10 Tabs,150.0,3.03,No additional info,2024-11-19
Tri M (10 X 30 CM ) | 1 Pcs,12.0,0.24,No additional info,2024-11-19
Tri-B | 20 Tablet,25.0,0.5,No additional info,2024-11-19
Triacor High Blood Pressure 5/5mg | 10 Tabs,42.0,0.85,No additional info,2024-11-19
Triactin | 2Mg/5Ml | Syrup | 120Ml,29.5,0.6,No additional info,2024-11-19
Triactin | Appetizing | 4 mg | 20 Tab,30.0,0.61,No additional info,2024-11-19
Triamerican | Antibiotic 1gm | 1 Vial,27.5,0.56,No additional info,2024-11-19
Triamerican | IM Antibiotic 500gm | 1 Vial,20.5,0.41,No additional info,2024-11-19
Triaxone | 0.5gm Im | 1Vial,36.0,0.73,No additional info,2024-11-19
Triaxone | 1gm I.M. | 1Vial,48.75,0.98,No additional info,2024-11-19
Triaxone | 1gm | I.M | 1Vial,52.2,1.05,No additional info,2024-11-19
Triaxone | Antibiotic 1gm | 1 Vail,52.5,1.06,No additional info,2024-11-19
Triaxone | Antibiotic | 0.5 g | 1 Vial,36.0,0.73,No additional info,2024-11-19
Tribatens 40/10/25mg | 30 Tabs,97.5,1.97,No additional info,2024-11-19
Tribatens High Blood Pressure 20/5/12.5 mg | 30 Tabs,64.5,1.3,No additional info,2024-11-19
Tribatens | 12.5/5/40mg | 30Tab,88.5,1.79,No additional info,2024-11-19
Tribatens | High Blood Pressure 40/10/12.5 mg | 30 Tabs,73.5,1.48,No additional info,2024-11-19
Tribatens | High Blood Pressure 40/5/25mg | 30 Tabs,73.5,1.48,No additional info,2024-11-19
Tricogyn Gel | 50 gm,80.0,1.62,No additional info,2024-11-19
Trigenda | 200g | 30 Tabs | Envelope to Regulate Bowel Movement,36.0,0.73,No additional info,2024-11-19
Trileptal | Antiepileptic Susp 60mg/ml | 100ml,103.5,2.09,No additional info,2024-11-19
Trileptal | Antiepileptic | 300mg | 50Tabs,233.0,4.71,No additional info,2024-11-19
Trileptal | Antiepileptic | 600 mg | 50 Tab,380.0,7.67,No additional info,2024-11-19
Trillerg Eye Drops | 10ml,15.0,0.3,No additional info,2024-11-19
Trimed Flu Anti-inflammatory | 20 Tabs,38.0,0.77,No additional info,2024-11-19
Trimelasma Cream | 30gm,40.0,0.81,No additional info,2024-11-19
Trinutrex | Supplement | 20 Gelatin Caps,34.0,0.69,No additional info,2024-11-19
Trio-Clar | Antibacterial | 42 Caps,153.5,3.1,No additional info,2024-11-19
Triocept | 21 Tabs,67.5,1.36,No additional info,2024-11-19
Triocobavit | 30 Tabs,69.0,1.39,No additional info,2024-11-19
